ner_prec_micro,ner_rec_micro,ner_f1_micro,ner_prec_macro,ner_rec_macro,ner_f1_macro,rel_prec_micro,rel_rec_micro,rel_f1_micro,rel_prec_macro,rel_rec_macro,rel_f1_macro,rel_ner_prec_micro,rel_ner_rec_micro,rel_ner_f1_micro,rel_ner_prec_macro,rel_ner_rec_macro,rel_ner_f1_macro,epoch,iteration,global_iteration
89.43714640506283,89.78683966635774,89.61135229648718,86.6683389859062,86.2135293000807,86.35007705431295,1.8866553292841526,8.151658767772513,3.0637893011042006,2.652082955107527,7.852292433210687,2.9369124595554204,1.820816854386205,7.867298578199053,2.9568869170930094,2.6174304959355177,7.607186050231964,2.876465312606932,20.0,0.0,2880.0
