ner_prec_micro,ner_rec_micro,ner_f1_micro,ner_prec_macro,ner_rec_macro,ner_f1_macro,rel_prec_micro,rel_rec_micro,rel_f1_micro,rel_prec_macro,rel_rec_macro,rel_f1_macro,rel_ner_prec_micro,rel_ner_rec_micro,rel_ner_f1_micro,rel_ner_prec_macro,rel_ner_rec_macro,rel_ner_f1_macro,epoch,iteration,global_iteration
88.9155824603589,89.93512511584801,89.42157969781964,85.8913236954974,86.62631224169128,86.21281966083392,2.1151538263746152,9.66824644549763,3.4704022534988455,2.1593047356046213,9.862496667199915,3.2349292912912446,2.0335538190697644,9.289099526066352,3.3361450841785625,2.0500616436200163,9.518489841625339,3.0754234713099864,20.0,0.0,2880.0
