ner_prec_micro,ner_rec_micro,ner_f1_micro,ner_prec_macro,ner_rec_macro,ner_f1_macro,rel_prec_micro,rel_rec_micro,rel_f1_micro,rel_prec_macro,rel_rec_macro,rel_f1_macro,rel_ner_prec_micro,rel_ner_rec_micro,rel_ner_f1_micro,rel_ner_prec_macro,rel_ner_rec_macro,rel_ner_f1_macro,epoch,iteration,global_iteration
89.20083780578913,90.1760889712697,89.68549954992366,86.51462333353544,86.65009998311749,86.51486550411849,2.308289976999591,9.5260663507109,3.6913773398923326,3.1829951171428057,8.734585399669387,3.685316355123151,2.276516851222885,9.383886255924171,3.6394475153309296,3.15736892966395,8.599400629232656,3.6432464168327634,20.0,0.0,2880.0
