ner_prec_micro,ner_rec_micro,ner_f1_micro,ner_prec_macro,ner_rec_macro,ner_f1_macro,rel_prec_micro,rel_rec_micro,rel_f1_micro,rel_prec_macro,rel_rec_macro,rel_f1_macro,rel_ner_prec_micro,rel_ner_rec_micro,rel_ner_f1_micro,rel_ner_prec_macro,rel_ner_rec_macro,rel_ner_f1_macro,epoch,iteration,global_iteration
88.95529541351961,89.86098239110287,89.40462061494273,86.27913460489782,86.4016897043878,86.27584118227887,1.6829475224467045,7.109004739336493,2.706148160816889,1.734039778225176,7.671837039407028,2.3548793422238927,1.6449688612796372,6.966824644549763,2.646947216336885,1.715493360235581,7.536652268970298,2.322568898859005,20.0,0.0,2880.0
